name,gender,count
chandrakant,male,2
chandramani,male,5
chandrashekhar,male,3
chandrawoti,female,2
chandreshwar,male,1
chandrika,female,1
chandrika,male,1
chaneswori,female,2
chanu,female,1
charchil,male,2
charchit,male,2
chardham,male,1
charitra,female,1
charu,female,1
charushree,female,1
chatur,male,2
chaturanand,male,1
chaturbhuj,male,1
chaudhary,female,1
chaudhary,male,3
chaulagai,female,1
chaulagain,male,1
chaularaj,male,3
chayan,male,1
cheena,female,2
cheli,female,1
cherina,female,1
cherub,male,1
chesta,female,3
chesta,male,1
chet,female,1
chet,male,9
chetan,male,11
chetana,female,4
chetnath,male,2
chetraj,male,3
chewan,male,2
chhabi,female,2
chhabi,male,7
chhabilal,male,2
chhabindra,male,1
chhabiraj,male,3
chhakka,male,2
chhanda,male,2
chhanya,female,2
chhatish,male,4
chhatra,female,1
chhatra,male,5
chhaya,female,2
chhetra,male,1
chhetri,male,1
chhewang,male,1
chhiring,male,3
chhitiz,male,3
chhote,male,1
chhotelal,male,1
chhotol,female,2
chhotu,male,2
chij,male,1
chinki,female,2
chinmay,male,1
chinta,male,1
chintaharan,male,4
chintamani,male,1
chintan,male,2
chiraag,male,2
chirag,male,8
chiran,male,3
chiranjaibi,male,1
chiranjeebi,male,3
chiranjeevee,male,2
chiranjhivi,male,1
chiranjibee,male,1
chiranjibi,male,9
chiranjivi,male,13
chirantan,male,1
chirasmriti,male,1
chirayu,male,2
chirnjeewee,male,1
chitij,male,2
chitra,female,2
chitra,male,9
chitrakala,female,4
chitrakar,male,1
chitraketu,male,2
chitramani,male,2
chitran,male,2
chitranand,male,2
chitranjan,male,1
chitranshu,male,2
chok,male,2
cholakanta,male,2
chongba,male,1
choodamani,male,2
choudhary,male,1
chrisha,female,2
christina,female,5
christopher,male,3
chuda,male,2
chudamadi,male,2
chudamandi,male,2
chudamani,male,10
chumakanta,male,2
chuman,male,1
chumlung,male,3
chuna,female,1
chunauti,female,4
chunchun,male,2
chunnu,male,1
churamani,male,1
chutra,male,2
chutuna,male,1
cimona,female,1
cindy,female,2
clain,male,2
clinton,male,2
cubie,female,2
curious,male,1
cyamiron,male,2
cynthia,female,1
cynthia,male,1
cyrus,male,2
cyrush,male,2
dabbal,male,1
dabit,male,2
dagina,female,1
dahal,male,1
dainik,male,2
dak,male,1
dakshina,female,3
dakshina,male,1
dakshya,female,2
dal,male,4
dalim,male,2
daman,male,6
dambar,male,12
damber,male,4
damma,male,2
dammar,male,4
damodar,male,20
dan,male,4
danda,male,2
dandi,male,1
daneshwar,male,1
dangol,male,1
daniel,male,4
danish,male,3
darkaji,male,2
daroga,male,1
darpan,male,9
darshan,male,13
darshana,female,3
darwin,male,4
das,male,1
dasharatha,male,1
dashram,male,1
dashrath,male,2
dave,male,1
david,male,7
dawa,male,5
dawadi,female,1
dawadi,male,1
dawajangmu,female,1
daya,male,4
dayanand,male,3
dayaram,male,3
dayasagar,male,2
dayitwa,male,2
deb,male,2
debakee,female,1
debaki,female,1
debanjan,male,1
debendra,male,8
debesh,male,6
debi,male,1
debid,male,2
debin,male,1
debish,male,2
debit,male,5
deebash,male,2
deechyant,male,2
deej,male,1
deeja,female,1
deekchhhya,female,1
deekep,female,2
deeksha,female,2
deekshanta,male,2
deelip,male,4
deena,female,4
deenbandhu,male,3
deep,male,13
deepa,female,33
deepa,male,1
deepak,male,161
deepal,male,2
deepali,female,3
deepandra,male,1
deepanjali,female,1
deepankar,male,1
deepen,male,3
deependra,male,33
deepesh,male,25
deepika,female,16
deepika,male,2
deepin,male,2
deepjoti,male,2
deeplove,male,1
deepsana,female,1
deepshikha,female,3
deepta,female,1
deeptanshu,male,1
deepti,female,4
deepti,male,1
deepu,male,3
deevakar,male,2
deewa,female,1
deewakar,male,3
deewash,male,2
deewendra,male,1
dekh,male,1
delon,male,1
dendi,male,2
dendy,male,1
denish,male,7
denjam,male,1
dennis,male,2
denny,male,2
deo,male,1
depak,male,2
depash,male,1
depen,male,2
dependra,male,3
depenti,female,3
depenti,male,1
depesh,male,2
desh,male,3
deshbhakta,male,2
deshmuka,male,2
deshraj,male,2
deu,male,3
deukaji,male,1
deuman,male,3
dev,female,1
dev,male,25
deva,male,1
devanand,male,4
devananda,male,1
devaraj,male,1
devashish,male,2
devbrat,male,3
devbratta,male,1
devendra,male,50
devesh,male,6
devi,female,1
devi,male,2
devina,female,1
devina,male,1
devindra,male,3
devkant,male,1
devnandan,male,3
devnath,male,4
devottam,male,1
devpujan,male,3
devraj,male,4
dewakar,male,1
dewaki,female,1
dewaki,male,1
dewan,male,2
dewanand,male,1
dewangsh,male,1
dewash,male,2
dewashish,male,1
dewesh,male,1
dfasd,male,1
dhak,male,3
dhaka,male,1
dhakal,male,1
dhakendra,male,1
dhan,female,5
dhan,male,13
dhana,female,2
dhana,male,3
dhananjay,male,4
dhananjaya,male,5
dhanapati,male,2
dhanbir,male,1
dhaneshwar,male,1
dhaneshwor,male,2
dhanik,male,2
dhanita,female,1
dhanjit,male,1
dhanlal,male,1
dhanlaxmi,female,4
dhanpati,male,1
dhanraj,male,2
dhanu,male,2
dhanush,male,3
dharaatee,female,2
dharamendra,male,1
dharamnath,male,3
dharbendra,male,2
dharm,male,4
dharma,male,17
dharmagat,male,1
dharmanath,male,1
dharmendra,male,32
dharmisara,female,2
dharmod,male,1
dharnidhar,male,2
dharti,male,1
dharwendra,male,1
dhawa,male,1
dhawak,male,2
dheer,male,1
dheeraj,male,4
dhipendra,male,1
dhir,male,1
dhiraj,male,55
dhiran,male,2
dhiranjan,male,2
dhiren,male,3
dhirenddra,male,1
dhirendra,male,30
dhiri,male,1
dhiroj,male,1
dhital,male,1
dhoka,female,1
dhrub,male,1
dhruba,male,24
dhrubananda,male,2
dhrubb,male,1
dhruva,male,1
dhruwa,male,1
dhundi,male,1
dhundup,male,2
dhungel,female,1
dhupendra,male,1
dhurba,male,19
dhurva,male,1
dibakar,male,1
dibas,male,4
dibasa,female,1
dibash,male,4
dibbesh,male,1
dibek,male,2
dibesh,male,5
dibin,male,3
dibya,female,7
dibya,male,7
dibyadhar,male,1
dibyank,male,2
dibyashori,female,2
dibyaswari,female,1
dibyesh,male,1
dichant,male,1
dichhyant,male,1
diforce,male,2
dig,male,2
digambar,male,2
digamber,male,2
digbijay,male,3
digbijaya,male,2
digdarsan,male,1
digdarshan,male,2
diggaj,male,2
digo,male,1
digvijay,male,3
digvijaya,male,1
digya,female,2
dij,male,1
dija,female,3
dijen,male,2
dikchhya,female,2
dikendra,male,1
dikesh,male,11
dikpal,male,4
diksan,male,3
diksha,female,14
diksha,male,1
dikshan,male,1
dikshant,male,3
dikshit,male,2
dikshita,female,4
dikshya,female,22
dikshya,male,1
dikshyant,male,1
dil,female,4
dil,male,7
dila,male,1
dilaram,male,2
dilasha,female,3
dildar,male,5
dileep,male,3
dilendra,male,3
dilesh,male,4
dilip,male,66
dilli,male,12
dilliram,male,2
dilly,male,1
dilman,male,1
dilmohammad,male,1
dilraj,male,3
dilshad,male,1
diman,male,2
dimpal,female,1
dimpal,male,1
dimson,male,2
dimup,male,2
din,male,1
dina,female,4
dina,male,1
dinakar,male,1
dinanath,male,2
dinank,male,2
dinendra,male,1
dinesh,male,151
dineshwar,male,1
dineshwor,male,1
dinjul,male,1
dinkar,male,1
dinker,male,1
dinuka,female,1
dip,male,12
dipa,female,9
dipa,male,1
dipak,male,64
dipal,male,2
dipali,female,2
dipan,male,4
dipankar,male,3
dipanker,male,3
dipek,male,1
dipen,male,5
dipendar,male,1
dipendra,male,124
dipesh,male,145
dipeshwar,male,2
dipeshwor,male,1
dipgest,male,2
dipika,female,7
dipika,male,1
dipiksha,female,4
dipin,male,3
dipinti,female,3
dipinti,male,1
dipisha,female,1
dipisha,male,1
dipkamal,male,2
dipkiran,male,2
diponkar,male,2
dipraj,male,3
dipson,male,2
dipta,female,1
diptee,female,1
dipti,female,3
dipu,male,8
diraj,male,2
dirban,male,1
dirga,male,1
dirgha,male,4
dirghayu,male,1
dirishya,male,3
dishant,male,3
dishit,male,1
dishoj,male,1
dishyanta,male,3
dison,male,2
dita,female,1
ditish,male,1
diva,female,1
divakar,male,1
divas,male,3
divash,male,2
divesh,male,1
divijan,male,2
divya,female,13
divya,male,11
divyamani,male,2
divyanshu,male,2
diwa,female,1
diwakar,male,17
diwaker,male,1
diwan,male,2
diwas,male,25
diwash,male,22
diwat,male,1
diwesh,male,1
diwos,male,1
dixa,female,1
dixit,male,4
diya,female,3
diya,male,1
dllip,male,2
dn,female,1
dn,male,1
dol,male,4
dolendra,male,2
dolma,female,2
dolma,male,1
dolraj,male,4
dondup,male,2
dongol,male,1
donipolo,male,2
donurashmi,female,1
dor,male,1
dorak,male,1
dorje,male,1
dorkaji,male,1
dorna,male,3
dr,female,3
dr,male,1
drana,male,1
drawendra,male,1
drbhagwan,male,1
dreeshti,female,2
drish,male,2
drishya,male,2
dristant,male,4
dristi,female,3
dristi,male,2
drjiba,male,1
dron,male,2
drona,male,1
dronachandra,male,2
drrajendra,male,1
drupad,male,2
dudhraj,male,2
dugra,male,1
dujendra,male,1
dukhan,male,2
dukhi,male,1
dukka,male,1
duma,female,1
duman,male,1
dumeshwor,male,2
durand,male,2
durga,female,11
durga,male,25
durgendra,male,3
durgesh,male,6
durlabh,male,1
durlav,male,2
durugendra,male,2
duryodhan,male,1
dushan,male,2
dushyant,male,2
dushyanta,male,1
duwarika,male,3
dwa,female,1
dwaipayan,male,2
dware,male,1
dwarika,female,3
dwarika,male,3
dzivi,female,1
eak,male,1
eanjila,female,1
ebin,male,3
edina,female,1
edward,male,2
eeda,female,2
eelisha,female,2
egesh,male,1
ehsan,male,2
ejan,male,2
ejesh,male,2
ejin,male,1
ek,male,2
eka,male,2
ekaraj,male,1
ekata,female,2
ekata,male,1
ekendra,male,1
ekhlak,male,2
ekisha,female,3
ekisha,male,1
eklal,male,1
ekraj,male,3
ekta,female,5
ekta,male,1
eleeja,female,1
eleena,female,2
eleena,male,1
elij,male,2
elijan,male,2
elina,female,7
elina,male,1
elisa,female,1
elish,male,2
elisha,female,5
elisha,male,1
eliz,male,3
eliza,female,11
eliza,male,1
elizaveta,male,1
elliott,male,2
elvis,male,1
elzin,male,1
emil,male,2
emma,female,1
ena,female,1
endi,male,1
enish,male,2
enjila,female,3
enna,female,1
enoj,male,2
enosh,male,4
enup,male,1
era,female,4
ereena,female,1
erena,female,1
erensa,female,1
eric,male,2
erica,female,2
erik,male,2
erika,female,2
erina,female,1
erina,male,1
eriz,male,2
erojan,male,1
erosha,female,1
eru,female,2
eshana,female,2
eshap,male,1
eshwar,male,1
eurika,female,2
europ,male,2
europe,male,2
eva,female,2
evan,male,2
fabin,male,2
faiyaz,male,1
faizan,male,4
fam,male,2
fanikanta,male,1
fanindra,male,3
farendra,male,2
farhan,male,2
farina,female,2
farindra,male,1
farjana,female,1
farooque,male,1
feeroj,male,2
firaj,male,1
firoj,male,3
firoz,male,2
francis,male,2
francish,male,2
franco,male,2
frank,male,1
freza,female,1
ful,male,1
fungma,female,1
fungma,male,1
furba,male,2
gagal,male,1
gagan,male,14
gahendra,male,1
gaire,male,1
gajadhar,male,1
gajen,male,2
gajendr,male,1
gajendra,male,8
gajendraman,male,1
galab,male,2
gambheer,male,1
gambhir,male,2
gambihar,male,1
ganakeshari,female,1
gandhi,male,3
gandira,female,1
gandira,male,1
ganesh,male,117
ganesha,female,2
ganga,female,13
ganga,male,18
gangadhar,male,1
gangalal,male,2
gangasagar,male,2
gangesh,male,2
ganja,male,2
gargi,female,3
garima,female,16
garima,male,1
gaulochan,male,1
gaurab,male,61
gaurabh,male,2
gaurav,male,74
gauree,male,1
gauri,female,7
gauri,male,11
gaurilal,male,1
gautam,male,20
gava,female,1
gaya,male,1
gayan,male,1
gayandra,male,1
gayatri,female,8
gc,male,1
geena,female,1
geeta(lamsal),female,1
geeta,female,3
geetanjali,female,1
geetanjali,male,1
gehendra,male,2
gena,male,1
ghamand,male,1
ghamashan,male,1
ghan,male,1
ghana,male,3
ghananand,male,2
ghanashyam,male,12
ghanendra,male,1
ghaneshyam,male,1
ghanshyam,male,21
ghanu,male,2
ghimire,male,1
ghisiawan,male,1
gibson,male,1
gineez,male,2
gir,male,1
girdhari,male,2
girendra,male,2
giresh,male,1
giri,male,7
giridhar,male,1
girija,female,1
girija,male,3
girijesh,male,2
giriraj,male,4
girish,male,4
girwan,male,1
gita,female,6
gitam,male,2
gitanjali,female,2
gitesh,male,2
gobardhan,male,1
gobind,male,6
gobinda,male,11
gogan,male,1
gokarn,male,2
gokarna,male,16
gokrna,male,1
gokul,male,15
gokulanand,male,1
golden,male,1
goldi,female,1
goma,female,1
gopal,male,46
gopesh,male,1
gopeswar,male,1
gopi,male,7
gopichand,male,1
gopinath,male,1
gopiram,male,1
gorakh,male,4
gorakha,male,2
gorash,male,4
gore,male,1
gorkhanath,male,2
goshana,female,2
goswami,male,2
gotani,male,1
govind,male,17
govinda,male,47
greejesh,male,2
greema,female,2
grish,male,1
grishm,male,1
grishma,female,6
grishma,male,4
grishu,female,1
grivab,male,2
gudan,male,1
guddu,male,2
gudiya,female,1
gudiya,male,1
gudoo,male,3
gudu,male,3
guinness,male,2
gulshan,male,3
gun,male,1
guna,male,4
gunakar,male,2
gunanand,male,2
gunananda,male,1
gunaraj,male,2
gunawati,female,1
guneshwar,male,1
gunja,female,3
gunja,male,1
gunjaman,male,1
gunjan,female,2
gunjan,male,10
gunjana,female,1
gunjay,male,1
gunjesh,male,2
gunraj,male,2
gupta,male,1
guragain,male,1
guru,male,5
gurudev,male,2
gurung,female,1
gurung,male,1
gyabihang,male,2
gyaljin,male,1
gyan,male,11
gyandeep,male,1
gyandendra,male,2
gyandip,male,2
gyanendra,male,23
gyanesh,male,1
gyaneshwor,male,1
gyaneswar,male,2
gyani,female,2
gyani,male,1
gyanij,male,2
gyansagar,male,1
gyanu,female,1
gyanu,male,7
gyapan,male,2
gyawali,male,1
gynendra,female,1
h,male,2
habin,male,3
habish,male,2
hadew,male,1
hamal,male,1
hans,male,3
hansal,male,2
hansha,male,1
hanuman,male,1
hanumant,male,1
happy,male,3
hara,male,1
harak,male,1
hardik,male,2
hare,male,3
harendra,male,5
hareram,male,8
haresh,male,2
hari,female,2
hari,male,76
haribansh,male,3
haribol,male,2
harichandra,male,1
haricharan,male,1
haridev,male,1
harihar,male,5
harikrishna,male,2
harindra,male,2
hariom,male,4
hariram,male,2
harisaran,male,1
harischandra,male,1
harish,male,27
harisharan,male,2
harivansha,male,1
harjit,male,2
hark,male,3
harka,male,2
harsha,male,3
harshana,female,1
harshikesh,male,1
harsimran,male,1
hasana,female,3
hasana,male,1
hasin,male,1
hasina,female,2
hasina,male,1
hasna,female,1
hasrat,male,1
hasta,male,4
heema,female,1
heena,female,6
heena,male,1
hegendra,male,1
hel,male,3
helan,male,3
helen,female,2
heli,female,2
hem,male,20
hema,female,3
hema,male,1
heman,male,3
hemanchal,female,1
hemanchal,male,1
hemant,male,33
hemanta,male,23
hemanti,female,2
hemantika,female,1
hemanto,male,1
hemchandra,male,2
hemendra,male,2
hemkala,female,4
hemkant,male,1
hemlal,male,2
hemprabha,female,1
hemraj,male,4
henangsu,male,2
henish,male,2
hera,male,1
heramb,male,3
hereram,male,1
heriz,male,2
heron,male,2
hexon,male,1
hikmat,male,12
hilda,female,1
hilson,male,1
him,male,1
hima,female,2
hima,male,1
himal,male,53
himalaya,male,5
himali,female,4
himali,male,1
himalprakash,male,2
himanshu,male,10
himansu,male,4
himesh,male,2
himlona,female,1
himmat,male,2
himshail,male,1
himshikha,female,4
hina,female,1
hina,male,1
hinsh,male,3
hira,female,4
hira,male,6
hiramani,male,2
hiranya,male,2
hirendra,male,1
hiron,male,1
hisi,female,2
hisila,female,4
hit,male,1
hitendra,male,1
hitesh,male,7
hom,male,7
homanath,male,2
homendra,male,2
homesh,male,2
homnath,male,3
hona,male,1
honey,female,1
hosanna,female,2
hrainya,male,1
hriday,male,2
hridaya,male,1
hridesh,male,3
hridyesh,male,2
hrikesh,male,1
hrishabh,male,2
hrishav,male,2
hrisheekesh,male,1
hrishikesh,male,2
hrishit,male,1
hrishiv,male,1
hriteek,male,2
hrithik,male,3
hritik,male,2
hritu,female,1
hriyesh,male,2
hum,male,2
huma,female,1
huma,male,1
humacanta,male,1
humakanta,male,1
hupen,male,2
husen,male,2
hutraj,male,2
hutta,male,1
ibin,male,1
ichchha,female,2
ichchha,male,1
ichchu,female,1
ichha,male,1
ichhaya,female,3
ichhya,female,3
iebu,female,3
iha,female,1
iha,male,1
ijan,male,4
ijhar,male,1
ikesh,male,3
ila,female,1
ilashree,female,1
ilashree,male,1
image,male,5
iman,male,2
imdad,male,2
imjal,male,1
imona,female,1
imran,male,5
imtiyaz,male,4
in,male,2
ina,female,3
inam,male,2
indalesh,male,2
indibar,male,1
indira,female,10
indra,female,1
indra,male,41
indrahang,male,1
indrajit,male,3
indresh,male,3
indu,female,9
indu,male,1
inesh,male,2
ingita,female,3
ingroj,male,1
inita,female,1
injmamul,male,1
inoj,male,2
insha,female,1
inshan,male,4
inshiya,female,1
inshiya,male,1
inu,female,2
ira,female,1
irad,male,1
irada,female,4
iraj,male,7
irajan,male,1
irfan,male,3
irina,female,2
iroj,male,1
irshad,male,2
iru,female,3
isabel,female,3
isha,female,13
isha,male,1
ishab,male,2
ishad,male,1
ishan,male,21
ishani,female,3
ishara,female,1
ishat,male,3
ishawari,male,1
ishor,male,5
ishu,female,1
ishu,male,1
ishwar,male,13
ishwari,male,2
ishwary,male,1
ishwer,male,1
ishwor,male,57
ishwori,female,2
ishwori,male,4
ismam,male,2
isman,male,2
israr,male,2
istiyaq,male,1
iswar,male,1
iswari,male,1
iswor,male,1
ivaa,female,1
iwan,male,2
jaanam,male,2
jabeen,male,2
jag,male,3
jagadamba,male,4
jagadeep,male,1
jagadish,male,10
jagadishwar,male,1
jagadishwor,male,3
jagadiswar,male,1
jagan,male,1
jagannath,male,4
jagar,male,1
jagarnath,male,1
jagat,female,1
jagat,male,4
jagati,male,1
jagdish,male,13
jagdishwor,male,2
jageshwar,male,1
jageshwor,male,1
jageswor,male,1
jagidish,male,1
jagina,female,1
jagram,male,2
jagrit,male,1
jagriti,female,2
jaguram,male,2
jah,male,2
jahendra,male,2
jahid,male,1
jahir,male,1
jai,male,1
jaiky,male,2
jain,male,1
jainath,male,1
jaindra,male,1
jainish,female,3
jairaj,male,1
jaishi,male,2
jaisi,male,1
jaisu,male,2
jakir,male,1
jalad,male,1
jalauddin,male,1
jalendra,male,1
jalesh,male,1
jalin,male,3
james,male,2
jamil,male,1
jamin,male,2
jamir,male,1
jampa,female,4
jamuna,female,3
jamuna,male,1
janadesh,male,2
janak,male,49
janaki,female,8
janaki,male,2
janam,male,4
janani,female,2
janap,male,1
janardan,male,6
janardhan,male,2
janarjan,male,3
janashrit,male,3
jandeep,male,1
janemoon,female,1
janesh,male,1
jang,male,1
janga,male,1
jangam,male,1
jangbahadur,male,3
janjit,male,1
janmejaya,male,2
januka,female,3
janup,male,3
japanika,female,2
japsana,female,3
jareena,female,1
jashis,male,3
jashmina,female,1
jashodhanand,male,1
jashpal,male,3
jaskaran,male,3
jasman,male,1
jasmeen,female,1
jasmin,female,5
jasmina,female,5
jasmine,female,3
jatadhar,male,1
jatil,male,2
jatin,male,3
javed,male,1
jawahar,male,2
jawala,female,1
jawani,female,1
jawed,male,1
jay,male,31
jaya,female,5
jaya,male,2
jayaj,male,2
jayakar,male,1
jayan,male,2
jayanand,male,1
jayananda,male,1
jayandra,male,2
jayant,male,3
jayanta,male,3
jayanti,female,7
jayanti,male,1
jayantia,male,1
jayaram,male,4
jayash,male,3
jayaswal,male,1
jayata,female,3
jayata,male,1
jaybabu,male,3
jaydeep,male,2
jayendra,male,3
jayesh,male,2
jaykant,male,1
jaykaran,male,2
jaynandan,male,3
jaynath,male,2
jayram,male,2
jayshree,female,2
jayson,male,2
jebin,male,1
jeeb,male,1
jeebachh,male,1
jeeban,male,2
jeebanand,male,2
jeebesh,male,2
jeebeswor,male,1
jeebika,female,1
jeeevan,male,1
jeena,female,6
jeena,male,1
jeet,male,6
jeetendra,male,10
jeeva,male,1
jeevachh,male,1
jeevan,male,72
jeevesh,male,1
jeewan,male,9
jeewanand,male,1
jeewasmi,female,3
jeewasmi,male,1
jehen,male,1
jems,male,1
jen,male,2
jenash,male,2
jendi,male,1
jenesha,female,2
jeneshree,female,1
jeneshree,male,1
jeni,female,1
jenish,male,21
jenisha,female,12
jenisha,male,1
jenita,female,4
jenius,male,1
jeniya,female,4
jenny,female,1
jenson,male,2
jenu,female,1
jeny,female,1
jes,male,2
jeshan,male,3
jessica,female,3
jetendra,male,2
jha,male,1
jhabindra,male,5
jhak,male,2
jhalak,male,4
jhanak,male,1
jhapat,male,1
jhapendra,male,3
jhapper,male,1
jharana,female,2
jharana,male,1
jharendra,male,1
jharna,female,1
jhimi,male,1
jhonson,male,2
jhuna,female,1
jiba,male,1
jibachh,male,3
jibakant,male,1
jiban,female,1
jiban,male,6
jibash,male,1
jibendra,male,2
jibraj,male,3
jidesh,male,2
jigeesha,female,1
jigyas,male,1
jigyasha,female,4
jigyasha,male,1
jigyashu,male,2
jilani,male,1
jinendra,male,1
jinesh,male,2
jisan,male,2
jishan,male,2
jishnu,male,1
jit,male,2
jita,male,1
jiten,male,3
jitendra,male,49
jitesh,male,5
jiva,male,1
jivan,male,8
jivendra,male,1
jivesh,male,1
jiwan,male,14
jnanendra,male,1
jog,male,1
jogendra,male,5
jogesh,male,2
jognarayan,male,1
john,male,6
johnson,male,3
johny,female,1
johny,male,1
jokhu,male,2
jolly,female,1
jonas,male,1
jonathan,male,2
jonesh,male,2
jonish,male,1
jonsan,male,1
jor,male,1
joram,male,3
jordan,male,2
joseph,male,4
joshan,male,5
joshi,female,1
joshi,male,1
joshika,female,1
joshna,female,1
joshua,female,2
joy,male,1
joyti,male,1
jubair,male,2
juben,male,1
jug,male,1
jugal,male,2
jugesh,male,1
juhi,female,2
juju,male,1
juli,female,3
julia,female,2
julu,female,1
jun,female,1
juna,female,1
june,female,1
june,male,2
juned,male,2
junee,female,1
juni,female,4
junika,female,1
junil,male,4
junita,female,1
junu,female,7
junu,male,1
jupiter,male,2
justin,male,1
jwala,female,3
jwala,male,2
jyashmine,female,3
jyashmine,male,1
jyonita,female,1
jyoti,female,40
jyoti,male,7
jyotindra,male,3
jyotir,female,1
jyotirma,female,1
jyotish,male,1
jyotsana,female,1
jyotshana,male,1
jyotsna,female,2
jyotsna,male,1
kabi,male,8
kabil,male,2
kabim,male,1
kabin,male,9
kabina,female,5
kabina,male,1
kabindra,male,11
kabir,male,7
kabiraj,male,10
kabish,male,2
kabisha,female,2
kabita,female,40
kabita,male,1
kafle,male,1
kagi,male,1
kai,male,1
kailash,male,25
kailashkaji,male,2
kaishar,male,1
kajal,female,8
kajal,male,1
kaji,male,5
kajol,female,5
kajol,male,1
kaju,male,2
kal,male,1
kala,female,2
kalash,male,1
kalawati,female,2
kalayan,male,2
kalayani,female,2
kalendra,male,1
kali,male,2
kalidas,male,2
kalidash,male,2
kalina,female,1
kaliraj,male,2
kalpalata,female,1
kalpalata,male,1
kalpana,female,27
kalpana,male,1
kalpesh,male,3
kalpit,male,2
kalu,male,1
kalyan,male,14
kalyani,female,4
kamal,male,100
kamala,female,6
kamala,male,1
kamalendra,male,1
kamalesh,male,5
kamana,female,7
kamana,male,1
kamar,male,1
kameshwar,male,1
kamini,female,1
kamlesh,male,12
kamleshwar,male,1
kanaiya,male,1
kanak,male,2
kanchan,female,12
kanchan,male,12
kanchana,female,1
kanchanmala,female,3
kanchha,male,1
kandal,male,1
kandel,male,1
kanhaiya,male,8
kanishk,male,2
kanta,male,1
kanth,male,1
kanti,female,4
kantish,male,1
kaphle,male,1
kapil,male,62
kapildev,male,2
kapindra,male,6
kapka,male,2
kapun,male,2
kapur,male,1
karan,male,27
kareena,female,2
karishma,female,8
karishma,male,1
karki,male,1
karm,male,1
karma,male,6
karn,female,1
karna,male,3
kartikesh,male,1
karun,male,5
karuna,female,14
karuna,male,1
karunakar,male,2
kasaju,male,1
kasam,male,3
kashendra,male,1
kashi,male,2
kashinath,male,1
kashindra,male,2
kashish,female,3
kashish,male,2
kashyap,male,3
kasindra,male,1
kasip,male,2
kasturi,female,1
katwalbonash,male,1
katyayani,female,1
kaurab,male,2
kaushal,male,35
kaushalendra,male,2
kaushalya,female,1
kaushik,male,5
kaushlendra,male,2
kaushtup,male,2
kaustubh,male,1
kaveri,female,1
kavi,male,2
kavikant,male,1
kavindra,male,3
kaviraj,male,1
kavita,female,2
kavita,male,1
kavre,female,1
kawach,male,1
kawan,male,1
kayastha,male,1
kayub,male,1
kc,male,1
kcnir,male,1
kebal,male,2
kebin,male,1
kedar,male,16
kedarnath,male,2
kedil,male,1
kehar,male,1
keith,male,1
kelin,male,2
kendra,male,1
kenopama,female,2
kenu,female,1
kenu,male,1
kerina,female,1
keron,female,2
keron,male,1
kesab,male,1
kesav,male,1
kesh,male,3
kesha,female,1
keshab,female,1
keshab,male,35
keshabati,female,1
keshant,male,1
keshar,male,2
keshari,male,1
kesharman,male,2
keshav,male,47
keshaw,male,2
keshika,female,1
keshwaswarananda,male,1
kesina,female,1
kevin,male,3
kewal,male,5
keyur,female,1
keyur,male,2
khadak,male,5
khadananda,male,3
khadendra,male,1
khadga,male,1
khadk,male,1
khadka,female,1
khadka,male,2
khaga,male,4
khagaraj,male,2
khagendra,male,37
khages,male,1
khagesh,male,1
khageshwar,male,1
khakendra,male,5
khaleeq,male,3
khalid,male,2
khalida,female,2
khamma,male,3
khanal,female,1
khanal,male,1
khanda,male,1
khangendra,male,1
kharel,male,1
khatiwada,female,1
khatiwada,male,1
kheem,male,1
khelanand,male,2
khem,male,31
khemnath,male,3
khemraj,male,3
kheshu,male,2
khet,male,1
khetulal,male,2
khila,male,3
khilendra,male,1
khim,male,6
khimananda,male,2
khimnath,male,2
khobindra,male,1
khom,male,3
khoma,male,1
khooshbu,female,1
khop,male,1
khovindra,male,2
khum,male,9
khuman,male,2
khumananda,male,3
khurshed,male,1
khusboo,female,2
khusbu,female,3
khusbu,male,1
khushboo,female,2
khushbu,female,7
khushi,male,1
khushilal,male,3
khushnandan,male,2
khusi,male,2
khyam,male,4
kichah,male,1
kimilsung,male,3
kimon,male,1
kinta,female,1
kipa,female,3
kiran,female,19
kiran,male,167
kiroj,male,1
kirtan,female,1
kirtan,male,1
kirti,female,2
kirti,male,3
kirty,female,1
kisan,male,5
kishan,male,27
kishor,male,68
kishore,male,1
kishori,female,1
kishori,male,2
kishwor,male,5
kismat,male,8
kisun,male,1
kitu,female,1
kobid,male,3
kobit,male,2
koju,male,1
komal,female,5
komal,male,3
komananda,male,1
kopila,female,5
kosh,male,2
koshal,male,2
koshish,male,3
kosmita,female,1
koushal,male,2
koushlendra,male,1
kranti,female,1
kreeti,female,1
kreeti,male,1
kribina,female,1
krijan,male,5
krijon,male,2
krimesh,male,2
krinjjwal,male,2
kripa,female,16
kripa,male,3
kripan,male,2
kripanand,male,2
kripananda,male,2
kripashwar,male,3
kripendra,male,3
kripesh,male,4
krish,male,2
krisha,female,4
krisha,male,1
krishal,male,2
krishan,male,2
krishant,male,2
krishbold,male,2
krishma,female,3
krishman,male,1
krishn,male,1
krishna,female,1
krishna,male,234
krishnaa,female,2
krishnanand,male,1
krishnandan,male,1
krishodar,male,1
krishtina,female,2
krishu,male,2
krista,female,2
kristal,male,2
kristina,female,3
kritagya,male,2
kritam,male,2
kritan,male,2
kritee,female,2
kritendra,male,2
kritesh,male,3
kriti,female,20
kriti,male,1
kritika,female,14
kritika,male,1
kritina,female,1
kritisa,female,1
kritish,male,4
